transaction_id,fraud_score,is_suspicious,explanation
C1002041276_1,0.009974565170705317,False,Top drivers: Graph risk=0.014
C1002911155_1,0.0,False,Top drivers: Graph risk=0.000
C1003206025_1,0.11025210618972778,False,Top drivers: Graph risk=0.158
C1003755748_1,2.137673419611019e-07,False,Top drivers: Graph risk=0.000
C1004430079_1,0.036873288452625275,False,Top drivers: Graph risk=0.053
C100445376_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 59390.46
C1006624255_1,0.06792536452412605,False,Top drivers: Graph risk=0.097
C100708535_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 377287.80 >= 200000.0; origin_balance_mismatch: Origin balance off by 754575.60
C1007660652_1,0.0,False,Top drivers: Graph risk=0.000
C1008608255_1,0.000777639343868941,False,Top drivers: Graph risk=0.001
C1008612116_1,0.0062071759253740305,False,Top drivers: Graph risk=0.009
C1009218257_1,0.010162334144115447,False,Top drivers: Graph risk=0.015
C1009916891_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 204691.97 >= 200000.0; origin_balance_mismatch: Origin balance off by 193156.26
C1011044643_1,1.2448482022975326e-09,False,Top drivers: Graph risk=0.000
C1011104118_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 20574.82
C1011481270_1,0.3000000013095783,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 12123.91
C1011599868_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 396886.98
C1012552887_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 272709.33 >= 200000.0; origin_balance_mismatch: Origin balance off by 196642.33; new_destination_large_amount: New destination received 272709.33
C1015122628_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: new_destination_large_amount: New destination received 98247.27
C1016633682_1,0.3000002217768099,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 9006.78
C1016856028_1,0.027968753874301908,False,Top drivers: Graph risk=0.040
C1017792343_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 134616.54
C102103410_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 383446.61 >= 200000.0; origin_balance_mismatch: Origin balance off by 766893.22
C1021565761_1,0.30000000000078414,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 16631.14
C102318785_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 60360.45
C1026483832_1,0.0006819359434302896,False,Top drivers: Graph risk=0.001
C1027319653_1,0.3000002188137387,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 9014.95
C1027569178_1,0.1082539901137352,False,Top drivers: Graph risk=0.155
C1028145537_1,0.30004055081626574,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 5831.03
C1028472807_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 256044.38
C1029898472_1,0.0021490655839443203,False,Top drivers: Graph risk=0.003
C1031586763_1,0.3000000000292682,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 14432.60
C1031968647_1,0.30000207442647026,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 6052.78
C1032568028_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 77642.84
C1033348658_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 171508.59
C1033880954_1,0.30000000378525854,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 11300.22
C1037163664_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 232953.64 >= 200000.0; origin_balance_mismatch: Origin balance off by 465907.27
C1037475674_1,0.007938377279788255,False,Top drivers: Graph risk=0.011
C103787801_1,0.18825270235538483,False,Top drivers: Graph risk=0.269
C1038820134_1,5.596935297944583e-05,False,Top drivers: Graph risk=0.000
C104261836_1,0.30283654904924334,False,Top drivers: Graph risk=0.004 | Rules: origin_balance_mismatch: Origin balance off by 3222.32
C1042891691_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 45756.23
C1043358826_1,0.3000278699273622,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 5618.13
C1043639521_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 78499.34
C1045731788_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 259753.27 >= 200000.0; origin_balance_mismatch: Origin balance off by 519506.54
C1045985568_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 223311.70
C1046009438_1,0.3000000001199091,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 13576.03
C1046056441_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 556542.19 >= 200000.0; origin_balance_mismatch: Origin balance off by 556542.19
C104716441_1,0.3135695161297917,False,Top drivers: Graph risk=0.019 | Rules: origin_balance_mismatch: Origin balance off by 625.44
C1047934137_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 373068.26 >= 200000.0; origin_balance_mismatch: Origin balance off by 353034.26
C1048128739_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 315325.25 >= 200000.0; origin_balance_mismatch: Origin balance off by 315325.25
C1048712791_1,6.485845034376324e-08,False,Top drivers: Graph risk=0.000
C1049590050_1,0.30000000000005117,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 18288.91
C1052127672_1,0.30000024369427364,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 0.01
C1052768296_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 132574.00
C1052842393_1,0.03259274363517761,False,Top drivers: Graph risk=0.047
C105321150_1,2.343127558646074e-09,False,Top drivers: Graph risk=0.000
C1053632127_1,0.06268469989299774,False,Top drivers: Graph risk=0.090
C1053744929_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 125566.26
C1053967012_1,1.1462381166893465e-06,False,Top drivers: Graph risk=0.000
C1055104416_1,5.575983013841323e-05,False,Top drivers: Graph risk=0.000
C1055601039_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 180368.84
C1057307776_1,0.0001488637935835868,False,Top drivers: Graph risk=0.000
C1057468716_1,0.30000007238671317,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 9686.85
C1057507014_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 2545478.01 >= 200000.0; origin_balance_mismatch: Origin balance off by 2545478.01
C105751207_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 95805.53
C1057569470_1,3.85344587812142e-06,False,Top drivers: Graph risk=0.000
C1058822905_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 60758.42
C1059300256_1,1.086984825066084e-11,False,Top drivers: Graph risk=0.000
C1060042118_1,0.00020589992636814712,False,Top drivers: Graph risk=0.000
C1060519157_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 90635.90
C1060549703_1,0.3204941898584366,False,Top drivers: Graph risk=0.029 | Rules: origin_balance_mismatch: Origin balance off by 0.01
C1060703587_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 118056.71
C1061018585_1,0.30000000000004334,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 18389.77
C1061448687_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 371883.82 >= 200000.0; origin_balance_mismatch: Origin balance off by 743767.64
C1062181581_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 249740.75 >= 200000.0; origin_balance_mismatch: Origin balance off by 246992.53
C106297322_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 2421578.09 >= 200000.0; origin_balance_mismatch: Origin balance off by 2421578.09
C1064905627_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 174234.58
C1068445309_1,0.30000000282885386,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 1475.12
C1068945248_1,0.007534816954284906,False,Top drivers: Graph risk=0.011
C1069584108_1,0.30018547649669924,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 4898.07
C1073878937_1,0.00018641877395566552,False,Top drivers: Graph risk=0.000
C1074630954_1,0.00015249235148075967,False,Top drivers: Graph risk=0.000
C1074844820_1,0.3358640655875206,False,Top drivers: Graph risk=0.051 | Rules: origin_balance_mismatch: Origin balance off by 1635.86
C1075082007_1,0.3038038791622966,False,Top drivers: Graph risk=0.005 | Rules: origin_balance_mismatch: Origin balance off by 2449.43
C1075996552_1,0.3000127510689708,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 6540.90
C1076202543_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 431381.17 >= 200000.0; origin_balance_mismatch: Origin balance off by 390900.17
C1076855029_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 348827.54
C1076966140_1,0.09918388724327087,False,Top drivers: Graph risk=0.142
C1078262677_1,0.3,False,Top drivers: Graph risk=0.000 | Rules: high_amount: Amount 311023.52 >= 200000.0; origin_balance_mismatch: Origin balance off by 622047.04
C1079125839_1,2.4486257927947007e-07,False,Top drivers: Graph risk=0.000
C1079190991_1,0.01249132603406906,False,Top drivers: Graph risk=0.018
C1080167822_1,0.0027565192896872757,False,Top drivers: Graph risk=0.004
C1082528716_1,0.300000079168727,False,Top drivers: Graph risk=0.000 | Rules: origin_balance_mismatch: Origin balance off by 9119.45
